X-axis well locations,Y-axis well locations,Layer of perforations,Injection/Production rates,Result
16,14,5,20000,0.827880208
31,17,4,30000,0.780268243
10,44,4,30000,0.763589785
16,41,6,5000,0.878647717
36,22,5,20000,0.834070615
31,6,6,10000,0.852371687
41,36,4,30000,0.770119513
49,48,6,10000,0.861091027
28,13,2,30000,0.737228715
17,13,7,30000,0.802771057
38,21,6,5000,0.880760983
43,44,6,5000,0.874066333
38,28,2,10000,0.785249075
35,33,6,20000,0.843957659
27,41,8,20000,0.859231387
32,44,8,10000,0.879975508
17,6,6,5000,0.882053808
48,10,6,5000,0.878097265
19,39,4,30000,0.772278782
21,29,8,20000,0.868951083
30,21,5,5000,0.87250165
29,47,5,10000,0.849561736
6,29,5,5000,0.868085809
21,4,3,5000,0.831983701
16,17,7,5000,0.888489075
31,34,1,20000,0.710137269
30,11,5,30000,0.783766994
2,4,6,5000,0.874958348
24,40,3,5000,0.831069973
19,32,1,10000,0.710095028
16,24,4,10000,0.838777591
41,13,5,20000,0.805923959
13,47,4,10000,0.832520077
15,32,5,20000,0.83199383
38,15,2,30000,0.729517472
41,12,3,5000,0.821179884
44,24,4,5000,0.854259992
35,16,6,20000,0.842143246
12,18,2,5000,0.783225092
49,4,2,5000,0.798282662
5,25,7,20000,0.846980133
43,27,4,10000,0.834122433
38,16,2,20000,0.762364484
40,23,4,5000,0.8516781
34,49,3,30000,0.752440186
31,49,8,30000,0.803504146
13,34,3,30000,0.75622651
10,34,8,30000,0.808295711
48,43,4,20000,0.801469506
2,28,4,20000,0.810261549
32,43,2,20000,0.761608082
4,29,7,30000,0.796659087
36,8,7,5000,0.891245143
21,1,8,30000,0.80194954
31,49,4,10000,0.837921074
28,45,4,5000,0.854716987
15,49,2,10000,0.794726102
48,49,6,10000,0.861046344
22,2,3,10000,0.82951223
23,20,6,30000,0.804378373
48,26,4,20000,0.811849412
4,31,1,5000,0.707179174
5,19,2,20000,0.761487742
13,46,1,10000,0.695531735
38,1,6,10000,0.85347871
29,17,1,10000,0.710597923
31,32,4,10000,0.839002977
41,44,7,5000,0.887540929
46,17,3,10000,0.81146617
44,33,3,20000,0.789921278
3,42,8,20000,0.846296396
11,31,7,10000,0.862363599
28,35,1,10000,0.709940556
50,10,7,30000,0.787991881
47,19,5,30000,0.780064635
48,36,4,5000,0.857620056
45,39,3,30000,0.748786945
1,36,7,10000,0.869201565
21,50,7,10000,0.86769515
44,4,7,5000,0.880782936
39,48,8,5000,0.898243636
41,20,8,5000,0.900989227
11,18,7,30000,0.801875158
49,50,6,10000,0.861862956
28,11,2,10000,0.782602107
44,43,3,5000,0.818729422
6,10,3,30000,0.748740894
47,24,1,20000,0.702017405
9,1,2,5000,0.796235078
49,23,1,5000,0.722820471
38,41,1,30000,0.672177162
3,31,3,10000,0.819647482
40,49,5,30000,0.773939511
35,35,6,20000,0.842081234
30,30,3,5000,0.828284365
5,41,8,10000,0.87874057
20,36,5,20000,0.83308715
4,43,7,20000,0.835424409
29,49,5,10000,0.850287509
47,2,1,10000,0.709087506
49,3,4,20000,0.795637024
28,5,1,30000,0.680867858
41,46,7,20000,0.827745361
33,5,2,10000,0.781667951
35,24,5,30000,0.792230989
20,2,4,10000,0.837872081
4,48,7,30000,0.786262644
7,45,8,5000,0.896479254
28,20,3,5000,0.828737727
21,15,8,20000,0.863019743
21,20,7,30000,0.813515388
3,14,3,10000,0.81438581
16,15,2,20000,0.765070855
48,45,3,20000,0.783604765
5,26,5,5000,0.870245858
29,36,5,30000,0.790945231
47,24,2,30000,0.731799534
46,8,5,30000,0.772283733
15,16,5,30000,0.787527805
8,19,2,5000,0.787649269
12,48,4,30000,0.7624895
43,23,2,30000,0.732198927
21,25,8,5000,0.912237753
29,14,5,20000,0.832606276
6,33,3,10000,0.814912698
32,23,2,10000,0.796796542
47,27,8,5000,0.907985674
40,39,4,10000,0.825974757
29,48,2,10000,0.788276175
8,2,2,5000,0.796064136
23,18,6,10000,0.861873837
43,16,2,5000,0.780935541
47,45,4,30000,0.759690125
45,19,2,10000,0.781475558
44,30,5,5000,0.869802609
2,49,6,30000,0.772563104
28,27,7,20000,0.862435587
20,47,1,30000,0.677756177
45,2,6,30000,0.777593729
46,12,6,5000,0.879609998
12,22,6,10000,0.85621289
50,41,8,30000,0.795394382
9,34,1,30000,0.675214982
38,46,7,20000,0.838071025
22,25,4,10000,0.840691333
32,10,2,30000,0.730684043
11,44,6,30000,0.783248908
34,41,7,30000,0.79764528
44,10,8,20000,0.84883575
3,43,6,5000,0.875862574
38,42,5,5000,0.866801906
10,31,5,10000,0.842754343
50,41,4,10000,0.832205542
49,25,7,20000,0.841778197
2,4,4,30000,0.757573379
5,47,2,30000,0.721342895
33,24,6,30000,0.803161408
23,39,3,20000,0.797105449
20,50,5,10000,0.851931361
18,27,1,5000,0.714768605
1,2,2,30000,0.715394117
1,50,8,10000,0.876865634
29,23,6,30000,0.808910523
17,39,7,5000,0.889189363
20,23,1,5000,0.715843625
29,23,2,10000,0.802358727
42,47,6,5000,0.875328602
1,5,6,10000,0.855348555
11,27,2,10000,0.783781053
9,13,6,10000,0.850934148
36,4,5,10000,0.8467807
41,45,4,5000,0.844039092
37,22,8,30000,0.812419957
1,15,5,30000,0.771578293
8,48,8,5000,0.897694903
45,45,4,30000,0.760083019
38,39,5,10000,0.839100542
27,23,8,10000,0.909505052
22,29,1,20000,0.717936084
26,8,1,10000,0.701833182
50,50,5,20000,0.798276662
32,48,1,20000,0.70128248
15,1,7,10000,0.863419095
5,6,4,30000,0.760058361
18,4,3,20000,0.788842186
10,6,5,10000,0.840480931
17,21,7,30000,0.811212547
23,37,5,10000,0.848311741
34,25,1,30000,0.69090803
22,1,7,20000,0.839457305
27,17,6,30000,0.802521755
7,31,5,10000,0.843298935
27,10,7,30000,0.803144312
19,3,4,30000,0.768212558
46,10,5,30000,0.772634193
46,11,4,20000,0.795494817
20,25,5,10000,0.854090227
13,32,2,5000,0.786274442
1,25,8,10000,0.8961555
9,35,5,5000,0.867629085
31,25,1,10000,0.716054872
26,28,7,30000,0.815870777
3,3,3,30000,0.74435394
16,34,3,30000,0.761856899
8,3,4,10000,0.829288158
18,14,5,30000,0.784939921
48,25,3,10000,0.824140072
18,39,8,20000,0.85825459
37,44,5,30000,0.77792059
19,38,1,10000,0.701829951
42,44,6,10000,0.850238052
29,50,4,5000,0.856513665
20,42,6,20000,0.833177603
25,27,8,30000,0.821416696
22,11,7,5000,0.89101263
33,38,6,20000,0.840596405
15,41,1,30000,0.673721653
6,49,7,5000,0.888627288
25,2,1,20000,0.70555844
5,15,1,5000,0.699913273
18,46,1,5000,0.699448488
36,30,7,30000,0.80677352
29,26,5,5000,0.874030478
43,1,1,5000,0.708120545
30,33,8,30000,0.818033998
7,36,6,30000,0.786645743
11,7,5,10000,0.839271578
3,45,6,5000,0.872384675
36,23,6,5000,0.880283471
20,18,8,20000,0.865258861
12,6,6,20000,0.813388124
14,26,8,30000,0.815623548
5,44,3,20000,0.781307088
41,37,3,20000,0.782720437
26,13,1,5000,0.711558598
7,36,2,10000,0.772844886
49,26,3,10000,0.829801587
8,35,8,10000,0.879105602
10,32,7,30000,0.79877588
29,9,5,5000,0.868905892
33,19,5,5000,0.870293803
27,49,6,10000,0.861899302
15,20,8,5000,0.907686108
19,47,2,20000,0.761383956
32,17,3,5000,0.827362851
21,48,5,30000,0.778664439
41,42,1,5000,0.688213566
34,20,3,10000,0.817511438
44,22,8,5000,0.904922742
20,28,8,5000,0.911396143
11,6,6,30000,0.783508794
20,35,5,10000,0.850159729
1,7,6,10000,0.854533053
1,12,5,20000,0.811886778
17,47,6,30000,0.78822404
43,37,7,20000,0.838427598
30,9,6,10000,0.852661414
39,4,5,30000,0.77583934
21,26,6,20000,0.852726764
26,42,7,20000,0.849887767
5,9,3,30000,0.747067831
16,12,7,10000,0.858913386
3,29,1,30000,0.680433626
49,41,3,5000,0.830784373
29,42,3,20000,0.793792266
49,26,4,20000,0.811206099
23,45,4,20000,0.811696573
46,42,5,20000,0.802631985
28,6,5,10000,0.846113725
30,26,7,20000,0.861624536
46,12,4,30000,0.764697968
36,29,1,10000,0.708235071
15,49,4,5000,0.855286885
35,11,4,30000,0.771025424
27,19,6,30000,0.803940616
32,19,7,10000,0.870497966
28,30,2,30000,0.744628743
27,41,7,5000,0.890212185
8,39,5,20000,0.804327585
46,46,1,20000,0.688933553
21,29,7,5000,0.895712021
17,42,7,30000,0.797763591
38,33,1,5000,0.709023976
22,14,1,20000,0.70716708
8,5,4,10000,0.824169527
48,38,2,30000,0.726792259
31,30,8,10000,0.901825162
21,36,4,10000,0.836963043
41,10,7,20000,0.831099651
36,5,4,5000,0.850521548
32,33,1,20000,0.710437841
42,28,2,20000,0.764041335
47,44,3,20000,0.781754566
37,9,1,5000,0.692426152
26,39,1,30000,0.68438369
21,6,3,20000,0.791636061
31,39,2,10000,0.781356711
23,33,4,30000,0.782726384
33,47,4,20000,0.809020075
15,32,4,5000,0.850530787
17,42,3,10000,0.810369187
15,43,1,30000,0.673999859
25,38,2,30000,0.737500576
17,40,4,20000,0.811456755
40,20,7,5000,0.890006754
45,33,8,10000,0.879524514
13,7,2,30000,0.726114442
50,1,5,5000,0.857805025
34,35,7,10000,0.865796695
26,35,8,5000,0.907440229
13,27,6,10000,0.856983069
43,4,1,5000,0.702763084
15,12,7,20000,0.841686474
50,6,7,10000,0.87384971
48,43,3,5000,0.827583745
5,20,8,5000,0.902293642
16,23,3,20000,0.80161851
35,20,1,5000,0.703002969
49,28,6,30000,0.789881391
32,43,1,5000,0.697916623
5,2,2,20000,0.755052587
30,35,8,30000,0.816392769
10,14,1,10000,0.69290959
5,27,5,10000,0.846396639
12,15,4,20000,0.810506927
41,27,4,10000,0.83434104
45,39,1,5000,0.697921238
18,13,7,30000,0.803603876
29,15,7,20000,0.855513807
46,44,6,5000,0.875088374
8,37,7,10000,0.857462173
26,29,4,30000,0.785525057
37,45,7,20000,0.837561152
5,3,8,5000,0.894859442
40,15,3,20000,0.789740485
3,43,1,20000,0.693241972
38,40,8,10000,0.873916558
5,12,2,5000,0.783264528
50,39,2,30000,0.721381466
34,29,2,10000,0.788286621
8,48,2,10000,0.780033064
40,2,7,30000,0.789094694
41,48,6,10000,0.85218219
28,32,3,10000,0.824084122
30,12,5,10000,0.845544674
11,8,6,30000,0.783163524
1,48,6,30000,0.773540055
16,23,4,30000,0.781010511
49,4,6,5000,0.874939628
33,12,1,10000,0.699361187
30,22,4,30000,0.784622996
33,40,3,10000,0.811693322
37,28,7,20000,0.854584924
20,41,2,5000,0.786218598
13,11,4,30000,0.766390717
34,44,8,20000,0.853724082
50,12,3,10000,0.820047478
21,16,7,10000,0.8665062
35,2,2,30000,0.726854455
40,41,4,30000,0.765944484
30,13,3,5000,0.830231274
42,33,8,10000,0.879689632
42,35,5,5000,0.867616998
26,44,7,20000,0.848022675
41,31,6,10000,0.853905747
41,36,5,20000,0.818255253
2,20,8,5000,0.909803272
29,44,3,20000,0.792420783
1,3,4,30000,0.753424196
33,27,3,30000,0.767077878
30,5,4,30000,0.769777394
37,11,7,20000,0.839421519
22,45,2,20000,0.762607962
10,33,5,30000,0.782380922
23,18,8,5000,0.918249309
48,4,8,10000,0.890981492
32,13,5,30000,0.785027717
1,13,7,10000,0.868655814
35,15,8,20000,0.859459652
30,10,5,5000,0.868548379
30,3,6,5000,0.88381449
42,50,3,5000,0.828843285
6,27,1,30000,0.679894723
1,8,3,10000,0.818691103
28,37,2,5000,0.791146789
17,48,3,30000,0.752468549
4,27,1,20000,0.702113992
4,14,5,5000,0.868888037
42,12,2,30000,0.724767627
10,31,7,5000,0.888283024
48,43,5,10000,0.843509075
24,29,1,10000,0.717230811
26,16,2,10000,0.788485744
15,14,7,20000,0.848665039
14,31,7,30000,0.805560841
39,37,5,20000,0.823722689
23,46,2,20000,0.762761452
45,17,8,20000,0.853915379
4,30,2,5000,0.795067865
45,31,1,30000,0.678500181
9,8,3,10000,0.805953931
39,20,4,20000,0.814719147
47,43,5,20000,0.806116857
41,16,8,20000,0.855221465
14,14,7,30000,0.801349282
39,25,4,30000,0.777049607
3,45,1,20000,0.694493343
49,5,8,10000,0.88819131
31,8,3,20000,0.79237509
49,7,5,5000,0.861829719
36,50,4,30000,0.761151015
36,11,3,10000,0.808419294
16,35,3,5000,0.82490835
17,14,3,30000,0.76073445
18,15,3,10000,0.813871839
30,7,8,5000,0.904876395
41,30,2,30000,0.731435181
40,4,7,30000,0.790407588
16,44,8,20000,0.853238004
49,42,4,10000,0.831504037
33,7,4,5000,0.850698305
20,11,2,10000,0.780666478
50,13,3,20000,0.785007148
29,38,8,20000,0.861316955
14,14,3,10000,0.810825942
1,20,1,5000,0.713279519
46,35,3,20000,0.788230627
32,3,5,10000,0.847750879
3,27,1,30000,0.680981592
40,32,7,5000,0.888356078
29,6,4,5000,0.855567444
39,36,2,20000,0.760167087
8,26,5,5000,0.870578767
10,47,5,20000,0.811762008
12,48,8,30000,0.800388566
25,13,5,30000,0.789474917
22,33,8,10000,0.902190008
26,45,5,5000,0.87059366
8,11,6,20000,0.817539128
1,27,4,5000,0.857708991
36,26,3,5000,0.831063854
32,32,4,30000,0.78127251
34,35,7,30000,0.804870146
21,12,5,30000,0.788242131
13,20,7,30000,0.804358989
39,10,8,20000,0.852098158
47,40,8,20000,0.846635447
37,46,4,20000,0.806179215
13,29,1,30000,0.684709197
42,44,8,5000,0.896697111
29,48,6,10000,0.856954406
49,32,7,10000,0.869423098
34,28,4,10000,0.838834982
4,49,8,20000,0.84008843
23,38,3,30000,0.762366906
18,24,4,20000,0.823724209
25,28,7,20000,0.862689997
34,11,8,30000,0.80858797
1,49,8,20000,0.835072239
23,4,2,20000,0.764040519
1,3,6,5000,0.877133825
7,3,1,30000,0.671808243
45,31,8,10000,0.876712509
24,3,3,30000,0.757243031
31,22,7,30000,0.814288033
41,3,5,30000,0.774662674
10,40,5,5000,0.864894119
31,23,7,20000,0.860485508
3,50,7,10000,0.874385309
36,27,8,20000,0.864059649
47,37,2,30000,0.724281345
9,5,7,20000,0.8237579
32,22,8,30000,0.818864767
9,39,6,5000,0.879044082
25,38,8,5000,0.90716595
22,3,4,10000,0.835555492
11,31,4,20000,0.813946816
36,37,2,10000,0.777456975
33,26,3,5000,0.830772203
13,8,6,10000,0.850858676
43,22,2,5000,0.790046055
34,5,3,30000,0.753829769
22,5,2,5000,0.794829496
1,37,3,10000,0.82497701
8,47,6,20000,0.817173333
31,6,7,20000,0.845874142
44,2,6,20000,0.821922922
28,36,6,30000,0.800403377
10,34,2,30000,0.73041098
27,39,8,30000,0.810879453
47,20,2,30000,0.730834604
9,15,7,5000,0.888851962
36,13,5,5000,0.865697284
40,35,8,30000,0.807691387
14,16,7,30000,0.803035386
47,13,1,5000,0.709310991
22,4,2,30000,0.731363856
29,35,8,10000,0.901799819
16,46,8,20000,0.849304087
34,3,5,5000,0.874085358
11,41,5,5000,0.864947543
27,44,4,20000,0.807648329
50,27,1,30000,0.681484456
18,4,7,20000,0.841495876
39,29,8,20000,0.860452201
40,18,8,30000,0.808569224
22,41,7,20000,0.850111179
24,35,3,10000,0.820833286
37,38,1,10000,0.695217474
1,36,5,30000,0.771252982
25,37,5,5000,0.869703131
38,4,5,20000,0.817826637
2,47,1,30000,0.670524189
18,40,1,5000,0.697719804
41,42,4,10000,0.826984113
41,37,2,5000,0.7790521
30,10,3,30000,0.756716448
50,37,8,30000,0.798170534
19,4,8,20000,0.854200563
1,7,3,30000,0.743137462
16,1,6,20000,0.825932272
47,10,5,30000,0.773448043
14,33,4,20000,0.815431774
21,16,4,20000,0.820283714
4,14,3,30000,0.749201607
2,16,7,20000,0.838655778
33,25,1,5000,0.715518943
34,37,7,30000,0.803342131
40,18,4,10000,0.830295924
46,47,3,5000,0.821296047
41,24,4,20000,0.814374358
21,50,1,10000,0.711907887
7,23,5,5000,0.869105132
2,43,8,5000,0.899731819
37,21,1,10000,0.705870067
34,30,6,5000,0.882513849
23,40,2,30000,0.735919942
13,34,8,30000,0.809164448
49,6,5,10000,0.84619789
10,37,4,30000,0.766627181
41,20,2,5000,0.787959992
18,21,4,10000,0.838688392
34,37,3,10000,0.814796105
16,12,8,20000,0.856404011
38,20,3,20000,0.796543662
12,33,6,5000,0.879450335
32,9,6,10000,0.852065829
32,11,3,5000,0.826314411
32,41,8,30000,0.809033667
16,46,5,10000,0.845536229
48,48,4,10000,0.836599619
4,9,4,30000,0.762800285
40,39,1,20000,0.68735344
11,50,4,20000,0.798440289
29,40,5,10000,0.84541552
17,27,8,30000,0.818173787
47,39,1,30000,0.670191053
39,47,3,30000,0.750117409
35,8,6,30000,0.79003319
32,19,8,20000,0.865276255
41,44,6,20000,0.814206772
26,20,1,10000,0.716136156
28,16,5,10000,0.85274036
43,26,3,20000,0.793908722
32,24,8,30000,0.819915924
13,10,8,5000,0.898401749
17,30,3,20000,0.802055644
19,44,4,5000,0.852581603
34,7,2,30000,0.727300265
31,7,7,30000,0.798784124
3,41,6,20000,0.828479006
42,12,8,5000,0.898865754
37,13,2,5000,0.77888736
28,33,6,20000,0.849942617
49,25,4,30000,0.769205402
26,2,2,20000,0.764673415
36,12,8,20000,0.855499473
21,13,1,5000,0.702089763
26,29,2,5000,0.7961501
17,19,2,30000,0.739103765
33,38,7,10000,0.86383575
45,10,6,30000,0.784098242
12,32,3,5000,0.825357912
1,9,7,5000,0.884861409
31,7,3,10000,0.812236759
49,32,7,30000,0.79576223
33,11,3,5000,0.825501797
6,28,1,5000,0.701140298
28,8,6,5000,0.88122602
1,10,2,30000,0.722652913
8,14,6,30000,0.786300116
3,7,6,20000,0.823318784
46,50,2,5000,0.799491969
16,8,5,30000,0.778493057
33,8,7,30000,0.798066476
24,31,1,30000,0.694165437
19,42,2,5000,0.784683352
44,3,4,20000,0.802177017
46,24,8,5000,0.905625249
9,39,4,30000,0.765863735
23,42,2,30000,0.731723777
46,24,6,10000,0.858299816
38,22,2,20000,0.76746542
20,14,1,5000,0.702134643
32,11,5,10000,0.842813714
42,10,6,30000,0.785480999
24,4,2,10000,0.786724551
41,8,4,30000,0.764005865
18,39,5,30000,0.783213957
50,33,2,30000,0.726151696
10,43,7,10000,0.859379399
45,42,6,10000,0.851687777
45,44,3,5000,0.818419317
35,27,4,5000,0.856721715
13,11,1,20000,0.689419954
19,25,2,5000,0.792025834
24,29,3,5000,0.829794027
26,16,4,5000,0.858281261
48,33,7,30000,0.796302551
5,36,5,5000,0.869110637
35,5,6,20000,0.828753284
30,44,6,30000,0.791659799
7,19,2,30000,0.731450106
47,44,8,30000,0.796327522
9,43,5,5000,0.864442865
13,12,7,5000,0.886848817
40,12,5,5000,0.865288179
27,23,2,10000,0.807487646
11,30,4,10000,0.830926734
15,38,7,30000,0.798058747
34,4,3,20000,0.790154084
50,38,1,10000,0.707612258
34,31,3,5000,0.8280756
22,35,8,30000,0.816965404
33,46,6,20000,0.829482447
44,46,2,20000,0.755110734
22,44,2,30000,0.732323134
35,32,7,20000,0.854349432
48,15,4,20000,0.807208019
43,3,2,5000,0.788693417
14,14,5,5000,0.865548088
3,26,5,20000,0.82576229
46,1,1,10000,0.705441342
48,18,1,5000,0.713135009
45,46,3,20000,0.782757453
27,3,1,5000,0.714090869
18,49,6,30000,0.785919136
44,20,8,20000,0.855966014
22,18,8,30000,0.818081513
15,14,6,5000,0.878020143
50,26,1,20000,0.704367231
25,9,7,5000,0.891434248
24,45,1,20000,0.699439306
38,37,6,20000,0.836622656
3,9,5,20000,0.815655012
3,4,6,10000,0.856854261
19,36,7,5000,0.888956025
43,30,5,30000,0.78301649
36,33,2,5000,0.787883759
13,50,8,20000,0.84279474
9,42,3,5000,0.820086053
30,34,6,10000,0.862223924
14,9,1,20000,0.689016735
4,47,1,5000,0.698973721
8,13,7,20000,0.837167183
19,48,3,20000,0.790013343
24,44,7,5000,0.891122688
13,23,6,10000,0.855287634
7,31,6,20000,0.831892092
20,1,7,5000,0.891280197
28,44,7,30000,0.799100448
44,12,2,20000,0.755354781
46,42,2,30000,0.721624198
36,7,8,5000,0.900004628
7,24,8,20000,0.857353353
9,41,4,30000,0.763225612
38,26,1,10000,0.707136523
24,1,8,30000,0.801617149
16,15,5,5000,0.866475439
40,16,2,30000,0.729448282
2,2,7,30000,0.781239188
7,2,8,10000,0.892020683
47,35,6,30000,0.78812132
45,44,5,10000,0.840254272
13,3,5,5000,0.868202298
41,10,4,30000,0.766298987
18,14,2,20000,0.765851245
15,18,8,5000,0.902389162
12,21,7,30000,0.804011314
28,49,8,5000,0.900267247
9,47,6,20000,0.81782543
19,8,4,20000,0.811146995
46,15,5,20000,0.817592253
9,24,4,30000,0.77297653
14,40,5,30000,0.780889324
4,10,5,20000,0.811991095
19,13,4,30000,0.7731841
21,5,8,10000,0.880466148
16,11,1,20000,0.69462315
17,40,1,30000,0.67575178
20,37,2,5000,0.788433643
27,25,1,10000,0.7255793
31,13,5,20000,0.830585587
15,12,4,30000,0.770717503
23,24,6,10000,0.863779421
17,4,8,10000,0.880993476
7,17,8,5000,0.896454265
31,33,7,5000,0.890640618
28,43,5,30000,0.783462381
17,9,8,20000,0.855314028
33,43,6,10000,0.851828999
5,27,2,20000,0.762797005
22,32,8,20000,0.867251663
14,23,5,30000,0.790079319
48,17,3,20000,0.790861195
45,9,6,20000,0.813068283
19,28,6,20000,0.850643542
37,7,2,30000,0.726343493
11,26,2,30000,0.73664837
8,37,4,20000,0.79666574
5,42,8,30000,0.796533642
32,17,2,20000,0.77050746
16,31,3,20000,0.800045294
31,23,6,5000,0.883448782
33,26,6,10000,0.863705185
15,29,1,20000,0.70882092
50,23,1,10000,0.711834735
43,15,6,10000,0.851361817
17,19,8,5000,0.904934281
47,1,2,10000,0.789781843
19,45,7,30000,0.798351252
22,42,8,5000,0.902659116
6,36,8,5000,0.899633906
24,47,1,20000,0.702018755
6,7,6,5000,0.876054212
2,45,1,10000,0.705982225
50,1,7,30000,0.777599218
35,50,4,20000,0.804310361
16,13,4,30000,0.771044611
37,46,8,20000,0.85013525
16,2,5,10000,0.849416284
16,14,3,20000,0.793857844
31,17,2,30000,0.739816445
2,28,5,30000,0.781866721
5,18,7,5000,0.888625195
46,7,6,30000,0.781656667
11,2,2,5000,0.798477111
23,33,8,20000,0.867220808
5,36,3,30000,0.749959499
15,37,7,5000,0.887515174
36,45,6,10000,0.853764602
35,21,8,5000,0.905131186
40,47,3,30000,0.746989157
37,1,6,20000,0.823909785
27,41,6,20000,0.841111744
37,29,8,20000,0.862233043
22,29,4,5000,0.853137136
23,16,7,20000,0.856991634
10,37,2,5000,0.779283437
46,37,1,5000,0.697834343
27,9,2,5000,0.791956636
40,40,2,5000,0.776018077
32,48,4,5000,0.857866667
24,47,2,30000,0.732141287
29,40,7,5000,0.889457374
26,47,8,10000,0.888277387
50,32,2,20000,0.759759857
38,1,7,20000,0.831565529
9,36,3,5000,0.823468969
4,41,6,20000,0.827056287
18,11,3,10000,0.810843511
8,34,1,5000,0.695743922
1,18,3,30000,0.749286794
2,11,1,10000,0.708432763
30,1,6,20000,0.830306113
32,27,6,10000,0.862360869
37,12,8,20000,0.854660065
33,49,1,30000,0.679729552
8,24,1,30000,0.679319084
32,4,4,20000,0.809932873
35,8,4,5000,0.848851623
26,30,8,10000,0.910130156
16,13,1,20000,0.698150336
21,11,5,5000,0.868082203
30,49,1,10000,0.713422374
11,45,2,30000,0.722871657
4,24,6,20000,0.836428537
47,42,7,5000,0.885351586
